COMPANY,PNP ID,Approved on Date
SIEMENS AG,SDT,02/14/2006
SIEMENS AG,SIA,03/15/2001
SIEMENS MICRODESIGN GMBH,SNI,11/29/1996
SIEMENS NIXDORF INFO SYSTEMS,SNP,11/29/1996
SIERRA SEMICONDUCTOR INC,SSC,11/29/1996
SIERRA WIRELESS INC.,SWI,07/10/2003
SIGMA DESIGNS INC,SIG,11/29/1996
"SIGMA DESIGNS, INC.",SGD,02/14/2006
"SIGMACOM CO., LTD.",SCL,04/25/2002
SIGMATEL INC,STL,03/03/1997
SIGNET,DXS,10/23/2000
SII IDO-TSUSHIN INC,STE,04/03/1997
SILCOM MANUFACTURING TECH INC,SMT,11/29/1996
SILEX INSIDE,SXI,03/29/2018
"SILEX TECHNOLOGY, INC.",SXD,03/12/2009
SILICOM MULTIMEDIA SYSTEMS INC,SMS,12/04/1996
SILICON GRAPHICS INC,SGX,11/29/1996
"SILICON IMAGE, INC.",SII,01/13/2000
SILICON INTEGRATED SYSTEMS CORPORATION,SIS,11/29/1996
"SILICON LABORATORIES, INC",SIL,07/16/1998
SILICON LIBRARY INC.,SLH,11/01/2008
SILICON OPTIX CORPORATION,SOI,07/28/2005
SILITEK CORPORATION,SLK,07/16/1997
SIM2 MULTIMEDIA S.P.A.,SPU,09/05/2002
SIMPLE COMPUTING,SMP,11/29/1996
SIMPLEX TIME RECORDER CO.,SPX,03/15/2001
"SINGULAR TECHNOLOGY CO., LTD.",SIN,11/08/1999
"SINOSUN TECHNOLOGY CO., LTD",SNO,06/27/2005
SIRIUS TECHNOLOGIES PTY LTD,SIR,03/13/1998
SISEL MUHENDISLIK,FUN,04/25/2002
"SITECSYSTEM CO., LTD.",STS,03/16/2005
SITINTEL,SIT,11/29/1996
SIX15 TECHNOLOGIES,TDG,09/14/2016
SKYDATA S.P.A.,SKY,09/19/1997
SKYWORTH,SKW,07/15/2020
SMART CARD TECHNOLOGY,SCT,08/10/2000
SMART MODULAR TECHNOLOGIES,SMA,04/04/1997
SMART SILICON SYSTEMS PTY LTD,SPL,08/10/2000
SMART TECH INC,STI,11/29/1996
SMART TECHNOLOGIES INC.,SBI,06/14/2007
SMK CORPORATION,SMK,02/21/2000
SNELL & WILCOX,SNW,04/25/2002
SOBO VISION,MVM,06/14/2007
SOCIONEXT INC.,SCX,05/14/2015
SODEMAN LANCOM INC,LAN,11/29/1996
"SODIFF E&T CO., LTD.",SDF,06/01/2007
SOFT & HARDWARE DEVELOPMENT GOLDAMMER GMBH,SHG,11/29/1996
SOFTBED - CONSULTING & DEVELOPMENT LTD,SBD,12/23/1997
SOFTWARE CAFÉ,SWC,11/29/1996
"SOFTWARE TECHNOLOGIES GROUP,INC.",SWT,11/29/2008
SOLITRON TECHNOLOGIES INC,SOL,11/29/1996
SOLOMON TECHNOLOGY CORPORATION,SLM,01/16/1998
SOLUTIONINSIDE,SXL,05/08/2001
SOMELEC Z.I. DU VERT GALANTA,ONX,11/29/1996
SONITRONIX,HON,02/03/2011
SONIX COMM. LTD,SNX,11/29/1996
SONOVE GMBH,SNV,03/29/2018
SONY,SNY,11/29/1996
SONY,SON,11/29/1996
SONY ERICSSON MOBILE COMMUNICATIONS INC.,SER,04/16/2004
SORCUS COMPUTER GMBH,SCO,01/13/2000
SORCUS COMPUTER GMBH,SOR,11/29/1996
SORD COMPUTER CORPORATION,SCC,11/29/1996
SOTEC COMPANY LTD,SOT,05/21/1997
"SOUTH MOUNTAIN TECHNOLOGIES, LTD",FRS,02/14/2006
"SOYO GROUP, INC",SOY,12/18/2006
"SPACE-I CO., LTD.",SPI,05/11/2005
SPACELABS MEDICAL INC,SMI,11/29/1996
SPEA SOFTWARE AG,SPE,11/29/1996
SPEAKERCRAFT,SPK,04/20/2010
SPECIALIX,SLX,11/29/1996
SPECTRAGRAPHICS CORPORATION,SGC,11/29/1996
SPECTRUM SIGNAL PROECESSING INC,SSP,11/29/1996
"SPINCORE TECHNOLOGIES, INC",SPC,01/01/1994
SR-SYSTEMS E.K.,SRS,11/19/2012
ST ELECTRONICS SYSTEMS ASSEMBLY PTE LTD,STA,12/28/1998
ST-ERICSSON,STX,12/09/2011
STAC ELECTRONICS,STC,11/29/1996
STANDARD MICROSYSTEMS CORPORATION,SMC,11/29/1996
STAR PAGING TELECOM TECH (SHENZHEN) CO. LTD.,STT,09/23/1998
STARFLIGHT ELECTRONICS,STF,05/23/1997
STARGATE TECHNOLOGY,SGT,11/29/1996
STARLEAF,SLF,11/01/2010
STARLIGHT NETWORKS INC,STR,11/29/1996
STARWIN INC.,STW,04/24/2001
STATIC,SWS,05/16/1999
STB SYSTEMS INC,STB,11/29/1996
STD COMPUTER INC,STD,11/29/1996
STEREOGRAPHICS CORP.,STG,10/02/2001
STMICROELECTRONICS,SMO,06/14/2007
STOLLMANN E+V GMBH,STO,03/27/1997
STORES AUTOMATED SYSTEMS INC,SAS,03/19/1997
STORM TECHNOLOGY,EZP,10/17/1996
STREAMPLAY LTD,STP,02/04/2009
STRYKER COMMUNICATIONS,SYK,10/10/2005
SUBSPACE COMM. INC,SUB,11/29/1996
"SUMITOMO METAL INDUSTRIES, LTD.",SML,09/13/1999
SUMMAGRAPHICS CORPORATION,SUM,11/29/1996
SUN CORPORATION,SCE,11/29/1996
SUN ELECTRONICS CORPORATION,SUN,11/29/1996
SUN MICROSYSTEMS,SVI,01/13/2003
SUNNY ELEKTRONIK,SNN,11/14/2014
SUNRIVER DATA SYSTEM,SDS,11/29/1996
SUPER GATE TECHNOLOGY COMPANY LTD,SGL,12/30/1997
SUPERNET INC,SNT,04/23/1998
SUPRA CORPORATION,SUP,11/29/1996
SURENAM COMPUTER CORPORATION,SUR,11/29/1996
SURF COMMUNICATION SOLUTIONS LTD,SRF,03/23/1998
SVD COMPUTER,SVD,04/14/1998
SVSI,SVS,08/09/2008
SY ELECTRONICS LTD,SYE,09/20/2010
SYLVANIA COMPUTER PRODUCTS,SYL,06/12/1998
SYMBIOS LOGIC INC,SLI,11/29/1996
SYMBOL TECHNOLOGIES,ISA,06/02/1997
SYMICRON COMPUTER COMMUNICATIONS LTD.,SYM,11/29/1996
SYNAPTICS INC,SYN,11/29/1996
SYNOPSYS INC,SPS,11/29/1996
SYNTAX-BRILLIAN,SXB,05/08/2006
SYNTHETEL CORPORATION,STQ,12/21/2015
SYPRO CO LTD,SYP,11/27/1998
SYSGRATION LTD,SYS,04/28/1997
SYSLOGIC DATENTECHNIK AG,SLC,01/20/1999
SYSMATE COMPANY,SME,09/02/1997
SYSMATE CORPORATION,SIC,05/05/1997
SYSMIC,SYC,11/29/1996
SYSTEC COMPUTER GMBH,SGZ,10/02/1997
SYSTEM CRAFT,SCI,11/29/1996
SYSTEM ELEKTRONIK GMBH,SEB,04/19/2000
SYSTEME LAUER GMBH&CO KG,SLA,03/20/1999
SYSTEMS ENHANCEMENT,UPS,11/29/1996
SYSTEMSOFT CORPORATION,SST,11/29/1996
SYSTRAN CORPORATION,SCR,11/29/1996
SYVAX INC,SYV,11/29/1996
T+A ELEKTROAKUSTIK GMBH,TUA,01/05/2011
T-METRICS INC.,TMT,02/21/2000
"TAICOM DATA SYSTEMS CO., LTD.",TCD,10/08/2001
TAICOM INTERNATIONAL INC,TMR,11/29/1996
TAIKO ELECTRIC WORKS.LTD,TKC,03/15/2001
TAITEX CORPORATION,TTX,02/03/2016
TAIWAN VIDEO & MONITOR CORPORATION,TVM,11/29/1996
"TAKAHATA ELECTRONICS CO.,LTD.",KTD,07/22/2009
TAMURA SEISAKUSYO LTD,TAM,07/17/1997
TANDBERG,TAA,10/21/2003
TANDBERG DATA DISPLAY AS,TDD,11/29/1996
TANDEM COMPUTER EUROPE INC,TDM,11/29/1996
TANDON CORPORATION,TCC,11/29/1996
TANDY ELECTRONICS,TDY,11/29/1996
TASKIT RECHNERTECHNIK GMBH,TAS,12/15/1997
TATUNG COMPANY OF AMERICA INC,TCS,11/29/1996
TATUNG UK LTD,VIB,07/16/1999
TAUGAGREINING HF,NRV,11/29/1996
TAXAN (EUROPE) LTD,TAX,03/13/1997
TCL CORPORATION,TOL,03/30/2016
TDK USA CORPORATION,PMD,11/29/1996
TDT,TDT,11/29/1996
"TDVISION SYSTEMS, INC.",TDV,01/18/2008
TEAC AMERICA INC,TCJ,11/29/1996
TEAC SYSTEM CORPORATION,TEA,11/29/1996
TEC CORPORATION,CET,07/16/1998
TECH SOURCE INC.,TEZ,08/14/2013
TECHLOGIX NETWORX,TLN,02/28/2017
TECHMEDIA COMPUTER SYSTEMS CORPORATION,TMC,02/10/1998
TECHNICAL CONCEPTS LTD,TCL,11/29/1996
TECHNICAL ILLUSIONS INC.,TIL,02/14/2014
TECHNISAT DIGITAL GMBH,TSD,07/14/2005
TECHNOLOGY NEXUS SECURE OPEN SYSTEMS AB,NXS,05/08/1998
TECHNOLOGY POWER ENTERPRISES INC,TPE,11/29/1996
TECHNOTREND SYSTEMTECHNIK GMBH,TTS,11/29/1996
TECMAR INC,TEC,11/29/1996
"TECNART CO.,LTD.",PIS,10/22/2019
TECNETICS (PTY) LTD,TCN,11/29/1996
TECNIMAGEN SA,TNM,05/02/2005
TECNOVISION,TVD,03/13/2006
"TECTONA SOFTSOLUTIONS (P) LTD.,",RXT,06/02/2004
TEK GEAR,TKG,10/16/2015
TEKNOR MICROSYSTEM INC,TKN,11/29/1996
TEKRAM TECHNOLOGY COMPANY LTD,TRM,11/29/1996
TEKTRONIX INC,TEK,05/16/1999
TEKWORX LIMITED,TWX,12/24/2009
TELECOM TECHNOLOGY CENTRE CO. LTD.,TCT,07/16/1999
TELECOMMUNICATIONS TECHNIQUES CORPORATION,TTC,11/29/1996
"TELEFORCE.,CO,LTD",TLF,11/19/2012
TELELIAISON INC,TAT,04/29/1997
TELELINK AG,TLK,09/01/1998
TELEPROCESSING SYSTEME GMBH,TPS,01/24/1997
TELES AG,TAG,11/29/1996
TELESTE EDUCATIONAL OY,TLS,11/29/1996
"TELEVÉS, S.A.",TEV,06/22/2017
TELEVIC CONFERENCE,TCF,02/28/2017
TELEVIDEO SYSTEMS,TSI,11/29/1996
TELIA PROSOFT AB,PFT,09/13/1999
TELINDUS,TLD,11/29/1996
TELXON CORPORATION,TLX,11/29/1996
TENCENT,TEN,06/20/2017
TENNYSON TECH PTY LTD,TNY,11/29/1996
TERADICI,TDC,10/11/2007
TERRATEC ELECTRONIC GMBH,TER,03/21/1997
"TETRADYNE CO., LTD.",TET,04/27/2016
TEXAS INSTURMENTS,TXN,11/29/1996
TEXAS MICROSYSTEM,TMI,11/29/1996
TEXTRON DEFENSE SYSTEM,TXT,11/29/1996
THALES AVIONICS,TAV,11/18/2015
THE CONCEPT KEYBOARD COMPANY LTD,CKC,06/02/1997
THE LINUX FOUNDATION,LNX,04/04/2014
THE MOVING PIXEL COMPANY,PXL,11/24/2003
THE NTI GROUP,ITN,11/29/1996
THE OPEN GROUP,TOG,09/13/1999
THE PANDA PROJECT,PAN,11/29/1996
THE PHOENIX RESEARCH GROUP INC,PRG,09/19/1997
THE SOFTWARE GROUP LTD,TSG,11/29/1996
THERMOTREX CORPORATION,TMX,11/29/1996
THINKLOGICAL,TLL,06/01/2015
THOMAS-CONRAD CORPORATION,TCO,11/29/1996
THOMSON CONSUMER ELECTRONICS,TCR,08/20/1998
THRUPUT LTD,TPT,06/16/2010
THUNDERCOM HOLDINGS SDN. BHD.,THN,03/21/1997
TIDEWATER ASSOCIATION,TWA,11/29/1996
"TIME MANAGEMENT, INC.",TMM,03/20/1999
"TIMEKEEPING SYSTEMS, INC.",TKS,08/31/1998
"TIMES (SHANGHAI) COMPUTER CO., LTD.",TPD,12/12/2013
TIPTEL AG,TIP,02/24/1998
TIXI.COM GMBH,TIX,10/16/1998
TNC INDUSTRIAL COMPANY LTD,TNC,02/27/1998
TODOS DATA SYSTEM AB,TAB,08/20/1997
"TOEI ELECTRONICS CO., LTD.",TOE,10/02/2001
TONNA,TON,03/14/2012
TOP VICTORY ELECTRONICS ( FUJIAN ) COMPANY LTD,TPV,05/16/1999
TOPRE CORPORATION,TPK,02/13/2009
TOPRO TECHNOLOGY INC,TPR,05/08/1998
"TOPSON TECHNOLOGY CO., LTD.",TTA,09/23/1998
TORNADO COMPANY,SFM,04/15/1997
TORUS SYSTEMS LTD,TGS,11/29/1996
TORUS SYSTEMS LTD,TRS,11/29/1996
TOSHIBA AMERICA INFO SYSTEMS INC,TAI,11/29/1996
TOSHIBA AMERICA INFO SYSTEMS INC,TSB,11/29/1996
TOSHIBA CORPORATION,TTP,07/07/2015
"TOSHIBA GLOBAL COMMERCE SOLUTIONS, INC.",TGC,06/26/2012
"TOSHIBA MATSUSHITA DISPLAY TECHNOLOGY CO., LTD",LCD,05/24/2000
TOSHIBA PERSONAL COMPUTER SYSTEM CORPRATION,PCS,06/22/2010
TOSHIBA TELI CORPORATION,TLI,01/18/2008
TOTAL VISION LTD,TVL,02/07/2017
TOTOKU ELECTRIC COMPANY LTD,TTK,11/29/1996
TOTTORI SANYO ELECTRIC,TSE,11/29/1996
"TOTTORI SANYO ELECTRIC CO., LTD.",TSL,11/06/2001
TOUCH PANEL SYSTEMS CORPORATION,TPC,09/02/1997
"TOUCHKO, INC.",TKO,01/12/2006
TOUCHSTONE TECHNOLOGY,TOU,05/07/2001
TOUCHSYSTEMS,TSY,01/18/2008
TOWITOKO ELECTRONICS GMBH,TWK,04/14/1998
"TPK HOLDING CO., LTD",KPT,08/16/2016
TRANSTEX SA,CSB,03/15/2001
TRANSTREAM INC,TST,04/29/1997
TRANSVIDEO,TSV,05/04/2010
TRAPEZE GROUP,TRP,02/28/2017
TREMETRICS,TRE,04/24/1997
TREMON ENTERPRISES COMPANY LTD,RDM,11/29/1996
TRENTON TERMINALS INC,TTI,11/29/1996
TREX ENTERPRISES,TRX,02/21/2000
TRI-DATA SYSTEMS INC,TDS,11/29/1996
TRIBE COMPUTER WORKS INC,OZO,11/29/1996
TRICORD SYSTEMS,TRI,11/29/1996
TRIDELITY DISPLAY SOLUTIONS GMBH,TTY,07/19/2010
TRIDENT MICROSYSTEM INC,TRD,11/29/1996
TRIDENT MICROSYSTEMS LTD,TMS,07/15/2002
TRIGEM COMPUTER INC,TGI,11/29/1996
"TRIGEM COMPUTER,INC.",TGM,07/05/2001
TRIGEM KINFOCOMM,TIC,02/26/2003
TRIOC AB,TRC,01/13/2000
TRIPLE S ENGINEERING INC,TBB,09/26/1997
TRITEC ELECTRONIC AG,TRT,01/11/2012
TRITECH MICROELECTRONICS INTERNATIONAL,TRA,01/24/1997
TRIUMPH BOARD A.S.,TRB,09/27/2013
TRIVISIO PROTOTYPING GMBH,TRV,11/18/2011
TRIXEL LTD,TXL,08/10/2000
TRTHEIM TECHNOLOGY,MKV,03/17/1997
TRUEVISION,TVI,11/29/1996
"TTE, INC.",TTE,01/18/2005
TULIP COMPUTERS INT'L B.V.,TCI,11/29/1996
"TURBO COMMUNICATION, INC",TBC,09/01/1998
TURTLE BEACH SYSTEM,TBS,11/29/1996
TUT SYSTEMS,TUT,08/19/1997
TV INTERACTIVE CORPORATION,TVR,11/29/1996
TV ONE LTD,TVO,09/02/2008
TV1 GMBH,TVV,02/06/2012
TVS ELECTRONICS LIMITED,TVS,05/20/2008
TWINHEAD INTERNATIONAL CORPORATION,TWH,11/29/1996
TYAN COMPUTER CORPORATION,TYN,11/29/1996
U. S. ELECTRONICS INC.,USE,10/28/2013
U.S. DIGITAL CORPORATION,USD,11/29/1996
U.S. NAVAL RESEARCH LAB,NRL,11/29/1996
U.S. NAVY,TSP,10/17/2002
U.S. ROBOTICS INC,USR,11/29/1996
UBINETICS LTD.,UBL,05/23/2002
"UEDA JAPAN RADIO CO., LTD.",UJR,07/09/2003
UEFI FORUM,PRP,02/03/2016
UFO SYSTEMS INC,UFO,11/29/1996
ULTIMA ASSOCIATES PTE LTD,UAS,01/02/1997
ULTIMA ELECTRONICS CORPORATION,UEC,09/01/1998
ULTIMACHINE,UMT,08/11/2016
ULTRA NETWORK TECH,ULT,11/29/1996
"UMEZAWA GIKEN CO.,LTD",UMG,04/10/2008
UNGERMANN-BASS INC,UBI,11/29/1996
UNI-TAKE INT'L INC.,WKH,06/17/2002
UNICATE,UNY,07/21/1998
"UNICOMPUTE TECHNOLOGY CO., LTD.",UTC,10/19/2020
UNIDEN CORPORATION,UDN,10/18/2004
UNIFORM INDUSTRIAL CORPORATION,UIC,11/29/1996
UNIFORM INDUSTRY CORP.,UNI,11/06/2001
UNIGRAF-USA,UFG,10/09/2008
UNISYS CORPORATION,UNB,11/29/1996
UNISYS CORPORATION,UNC,11/29/1996
UNISYS CORPORATION,UNM,11/29/1996
UNISYS CORPORATION,UNO,11/29/1996
UNISYS CORPORATION,UNS,11/29/1996
UNISYS CORPORATION,UNT,11/29/1996
UNISYS DSD,UNA,11/29/1996
UNITED MICROELECTR CORPORATION,UMC,11/29/1996
UNITOP,UNP,11/06/2001
UNIVERSAL ELECTRONICS INC,UEI,08/20/1997
UNIVERSAL EMPOWERING TECHNOLOGIES,UET,09/26/1997
UNIVERSAL MULTIMEDIA,UMM,10/08/2001
"UNIVERSAL SCIENTIFIC INDUSTRIAL CO., LTD.",USI,11/04/2003
UNIVERSITY COLLEGE,JGD,11/29/1996
UNIWILL COMPUTER CORP.,UWC,04/16/2004
UP TO DATE TECH,UTD,11/29/1996
UPPI,UPP,04/14/1998
UPS MANUFACTORING S.R.L.,RUP,03/15/2001
USC INFORMATION SCIENCES INSTITUTE,ASD,04/08/1997
UTIMACO SAFEWARE AG,USA,05/04/1998
V-STAR ELECTRONICS INC.,VSR,02/21/2000
VADATECH INC,VAT,07/09/2018
"VADDIO, LLC",VAD,11/30/2012
VADEM,VDM,11/29/1996
VAIO CORPORATION,VAI,04/18/2014
VALENCE COMPUTING CORPORATION,VAL,11/29/1996
VALLEY BOARD LTDA,VBT,03/15/2001
VALLEYBOARD LTDA.,VLB,04/05/1998
VALVE CORPORATION,VLV,03/06/2013
VANERUM GROUP,ITI,10/01/2013
VARIAN AUSTRALIA PTY LTD,VAR,04/19/2000
VARJO TECHNOLOGIES,VRT,11/17/2017
VATIV TECHNOLOGIES,VTV,04/12/2006
VBRICK SYSTEMS INC.,VBR,08/19/2009
VCONEX,VCX,06/15/2005
VDC DISPLAY SYSTEMS,VDC,04/29/2009
VECTOR INFORMATIK GMBH,VEC,09/10/1997
"VECTOR MAGNETICS, LLC",VCM,04/12/2006
VEKTREX,VEK,12/13/1996
VERIFONE INC,VFI,05/29/1998
VERMONT MICROSYSTEMS,VMI,11/29/1996
VERSALOGIC CORPORATION,VLC,05/25/2016
VESTAX CORPORATION,VTX,02/14/2012
VESTEL ELEKTRONIK SANAYI VE TICARET A. S.,VES,09/19/1997
VIA MONS LTD.,VIM,08/29/2012
VIA TECH INC,VIA,11/29/1996
"VICTOR COMPANY OF JAPAN, LIMITED",VCJ,02/06/2009
VICTOR DATA SYSTEMS,VDA,05/24/2000
VICTRON B.V.,VIC,11/29/1996
VIDEO & DISPLAY ORIENTED CORPORATION,VDO,11/29/1996
VIDEO COMPUTER S.P.A.,URD,02/24/1998
VIDEO INTERNATIONAL INC.,JWD,02/21/2000
VIDEO PRODUCTS INC,VPI,05/04/2010
VIDEOLAN TECHNOLOGIES,VLT,10/17/1997
VIDEOSERVER,VSI,06/25/1997
VIDEOTECHNIK BREITHAUPT,VTB,07/23/2013
VIDEOTRON CORP.,VTN,05/04/2010
VIDISYS GMBH & COMPANY,VDS,11/29/1996
"VIDITEC, INC.",VDT,11/08/1999
VIEWSONIC CORPORATION,VSC,11/29/1996
"VIEWTECK CO., LTD.",VTK,10/08/2001
VIKING CONNECTORS,VIK,11/29/1996
VINCA CORPORATION,VNC,11/29/1996
VINCI LABS,NHT,03/03/2006
VINE MICROS LIMITED,VML,06/16/2004
VINE MICROS LTD,VIN,04/19/2000
VIRTUAL COMPUTER CORPORATION,VCC,11/29/1996
VIRTUAL RESOURCES CORPORATION,VRC,11/29/1996
VISION QUEST,VQ@,10/26/2009
VISION SYSTEMS GMBH,VSP,11/29/1996
VISIONEER,VIS,11/29/1996
VISITECH AS,VIT,09/05/2006
VISLINK INTERNATIONAL LTD,VLK,08/27/2012
VISTACOM INC,VCI,11/29/1996
"VISUAL INTERFACE, INC",VIR,11/27/1998
VIVID TECHNOLOGY PTE LTD,VTL,11/29/1996
"VIZIO, INC",VIZ,06/06/2012
VLSI TECH INC,VTI,11/29/1996
"VMWARE INC.,",VMW,10/18/2011
VOICE TECHNOLOGIES GROUP INC,VTG,04/24/1997
VORTEX COMPUTERSYSTEME GMBH,GDT,11/29/1996
VPIXX TECHNOLOGIES INC.,VPX,12/05/2013
VR TECHNOLOGY HOLDINGS LIMITED,DSJ,01/19/2017
"VRGINEERS, INC.",VRG,09/07/2017
VRMAGIC HOLDING AG,VRM,04/12/2013
VRSHOW TECHNOLOGY LIMITED,TSW,03/29/2018
"VRSTUDIOS, INC.",VRS,06/22/2017
VTECH COMPUTERS LTD,VTS,11/29/1996
VTEL CORPORATION,VTC,11/29/1996
VUTRIX (UK) LTD,VUT,07/22/2003
VWEB CORP.,VWB,03/12/2004
W-DEV,WEL ,11/01/2010
WACOM TECH,WAC,11/29/1996
WALLIS HAMILTON INDUSTRIES,JPW,07/16/1999
"WANLIDA GROUP CO., LTD.",MLT,04/24/2014
WAVE ACCESS,WAL,12/13/1996
WAVE SYSTEMS,AWS,11/29/1996
WAVE SYSTEMS CORPORATION,WVM,12/05/1997
WAVEPHORE,WAV,11/29/1996
WAY2CALL COMMUNICATIONS,SEL,03/20/1997
WB SYSTEMTECHNIK GMBH,WBS,09/08/1997
WEARNES PERIPHERALS INTERNATIONAL (PTE) LTD,WPI,03/31/1998
WEARNES THAKRAL PTE,WTK,11/29/1996
WEBGEAR INC,WEB,01/30/1998
WESTERMO TELEINDUSTRI AB,WMO,01/13/2000
WESTERN DIGITAL,WDC,11/29/1996
WESTINGHOUSE DIGITAL ELECTRONICS,WDE,05/23/2003
WEY DESIGN AG,WEY,10/18/2004
WHISTLE COMMUNICATIONS,WHI,10/24/1998
WILDFIRE COMMUNICATIONS INC,WLD,02/13/1997
WILLNET INC.,WNI,04/19/2000
WINBOND ELECTRONICS CORPORATION,WEC,11/29/1996
WINMATE COMMUNICATION INC,WMT,03/15/2001
WINNOV L.P.,WNV,03/07/1997
WINRADIO COMMUNICATIONS,WRC,09/11/1997
WINTOP TECHNOLOGY INC,WIN,12/29/1996
WIPOTEC WIEGE- UND POSITIONIERSYSTEME GMBH,WWP,04/08/2014
WIPRO INFORMATION TECHNOLOGY LTD,WIL,11/29/1996
WIPRO INFOTECH,WIP,01/09/2004
WIRELESS AND SMART PRODUCTS INC.,WSP,03/20/1999
WISECOM INC,WCI,11/29/1996
WISTRON CORPORATION,WST,09/03/2010
WOLF ADVANCED TECHNOLOGY,WLF,10/22/2019
WOLFSON MICROELECTRONICS LTD,WML,07/30/1997
WOLFVISION GMBH,WVV,09/18/2012
WOODWIND COMMUNICATIONS SYSTEMS INC,WCS,11/29/1996
"WOOYOUNG IMAGE & INFORMATION CO.,LTD.",WYT,01/18/2008
WORKSTATION TECH,WTI,11/29/1996
"WORLD WIDE VIDEO, INC.",WWV,10/24/1998
WOXTER TECHNOLOGY CO. LTD,WXT,09/03/2010
WYRESTORM TECHNOLOGIES LLC,WYR,09/05/2018
X-10 (USA) INC,XTN,02/24/1997
X2E GMBH,XTE,09/23/2009
XAC AUTOMATION CORP,XAC,02/22/1999
XDM LTD.,XDM,11/22/2010
XEDIA CORPORATION,MAD,11/29/1996
"XILINX, INC.",XLX,08/01/2007
XINEX NETWORKS INC,XIN,02/07/1997
XIOTECH CORPORATION,XIO,05/29/1998
XIRCOM INC,XRC,11/29/1996
XIROCM INC,XIR,11/29/1996
XITEL PTY LTD,XIT,11/29/1996
"XN TECHNOLOGIES, INC.",XNT,07/14/2003
XOCECO,UHB,11/27/1998
XORO ELECTRONICS (CHENGDU) LIMITED,XRO,05/23/2005
XS TECHNOLOGIES INC,XST,01/20/1998
XSCREEN AS,XSN,02/14/2006
XSYS,XSY,04/23/1998
XYCOTEC COMPUTER GMBH,XYC,09/03/2002
Y-E DATA INC,YED,11/29/1996
YAMAHA CORPORATION,YMH,11/29/1996
YASUHIKO SHIRAI MELCO INC,BUF,11/29/1996
YOKOGAWA ELECTRIC CORPORATION,YHQ,11/29/1996
YPOAZ SYSTEMS INC,TPZ,11/29/1996
Z MICROSYSTEMS,ZMZ,08/10/2005
Z3 TECHNOLOGY,ZTT,12/14/2010
"ZALMAN TECH CO., LTD.",ZMT,05/07/2007
ZANDAR TECHNOLOGIES PLC,ZAN,12/03/2003
ZEBAX TECHNOLOGIES,ZBX,10/16/2015
"ZEBRA TECHNOLOGIES INTERNATIONAL, LLC",ZBR,09/15/2003
"ZEEVEE, INC.",ZAZ,01/18/2008
ZEFIRO ACOUSTICS,ZAX,11/29/1996
ZEITCONTROL CARDSYSTEMS GMBH,ZCT,01/20/1999
ZENIC INC.,ZEN,04/17/2015
ZENITH DATA SYSTEMS,ZDS,11/29/1996
ZENITH DATA SYSTEMS,ZGT,11/29/1996
ZENITH DATA SYSTEMS,ZSE,11/29/1996
ZETINET INC,ZNI,11/29/1996
"ZHEJIANG TIANLE DIGITAL ELECTRIC CO., LTD.",TLE,01/17/2014
ZHONG SHAN CITY RICHSOUND ELECTRONIC INDUSTRIAL LTD.,RSR,01/27/2015
ZNYX ADV. SYSTEMS,ZNX,11/29/1996
ZOOM TELEPHONICS INC,ZTI,11/29/1996
ZORAN CORPORATION,ZRN,03/31/2005
"ZOWIE INTERTAINMENT, INC",ZOW,02/22/1999
ZT GROUP INT'L INC.,ZTM,06/14/2007
ZTE CORPORATION,ZTE,09/03/2010
ZUNIQ DATA CORPORATION,SIX,11/29/1996
ZYDACRON INC,ZYD,04/10/1997
ZYDAS TECHNOLOGY CORPORATION,ZTC,05/24/2000
ZYPCOM INC,ZYP,03/19/1997
ZYTEX COMPUTERS,ZYT,11/29/1996
ZYTOR COMMUNICATIONS,HPA,07/02/2010
ZYXEL,ZYX,11/29/1996